Szó,Szófajok
alsózik,ige
álszakáll,főnév
alszeg,főnév
alszél,főnév
álszemérem,főnév
álszent,főnév|melléknév
álszenteskedő,főnév|melléknév
álszenvedő,melléknév
álszerénység,főnév
alszik,ige
álszó,főnév
alt,főnév
altábornagy,főnév
altáj,főnév
altaji,melléknév
által,névutó|igekötő
általa,határozószó|névutó
általában,határozószó
általad,ige
altalaj,főnév
általános,főnév|melléknév
általánosít,ige
általánosítás,főnév
általánosság,főnév
általcikázik,ige
általesik,ige
általfog,ige
általhág,ige
általhajt,ige
általhat,ige
általjár,ige
általlát,ige
általlép,ige
általmegy,ige
általnyújt,ige
általönt,ige
általút,főnév
általüt,ige
általvág,ige
általver,ige
általvesz,ige
általvet,ige
általvető,főnév|melléknév
altáró,főnév
altat,ige
áltat,ige
altató,főnév|melléknév
altatódal,főnév
altatószer,főnév
altengernagy,főnév
alterál,ige
alterego,főnév
áltermés,főnév
alternatív,melléknév
alternatíva,főnév
altest,főnév
altesti,melléknév
altétel,főnév
altiszt,főnév
áltört,főnév
altörzs,főnév
altruista,főnév|melléknév
altruizmus,főnév
áltudomány,főnév
áltudós,főnév
aludt,melléknév
aludttej,főnév
alul,határozószó|névutó
alulcsapó,melléknév
aluli,főnév|melléknév
alulírott,főnév|melléknév
aluljáró,főnév
alulmarad,ige
alumínium,főnév
aluszékony,melléknév
aluszékonyság,főnév
aluszik,ige
álút,főnév
alügyész,főnév
alvad,ige
alvadás,főnév
alvadék,főnév
alvadt,melléknév
alvajárás,főnév
alvajáró,főnév|melléknév
alvállalkozó,főnév
alvás,főnév
alvaszt,ige
alváz,főnév
alvég,főnév
alveoláris,melléknév
alvezér,főnév
alvidék,főnév
alvilág,főnév
alvilági,főnév|melléknév
alvó,főnév|melléknév
alvóbaba,főnév
alvóhely,főnév
alvószoba,főnév
alzat,főnév
ám,határozószó|kötőszó
ama,névmás
amakkor,határozószó
amalgám,főnév
amalgámoz,ige
amarant,főnév
amarillisz,főnév
amarra,határozószó
amarról,névmás|határozószó
amatőr,főnév|melléknév
amatőrség,főnév
amaz,névmás
amazon,főnév
ámbár,kötőszó
ámbátor,kötőszó
ambíció,főnév
ambicionál,ige
ambiciózus,melléknév
ámbitus,főnév
ámbra,főnév
ámbraillat,főnév
ambrózia,főnév
ambulancia,főnév
ambuláns,főnév|melléknév
ámde,kötőszó
ameddig,határozószó
amekkora,névmás
amellett,határozószó
amely,névmás
amelyik,névmás
ámen,főnév|mondatszó
amennyi,névmás
amennyiben,névmás|kötőszó
amennyire,névmás
amerikai,főnév|melléknév
amerikaias,melléknév
amerikáner,főnév
amerikanizál,ige
amerikanizálódik,ige
amerikanizmus,főnév
amerikánus,főnév|melléknév
amerikás,főnév|melléknév
amerikázik,ige
amerre,határozószó
amerről,határozószó
ametiszt,főnév
amfiteátrum,főnév
ami,névmás
amiatt,határozószó
amice,főnév
amicsodás,névmás
amidőn,határozószó
amiért,névmás|határozószó
amíg,határozószó|kötőszó
amiként,határozószó
amiképpen,határozószó
amikor,határozószó|kötőszó
amilyen,névmás|határozószó
aminő,névmás
amint,határozószó|kötőszó
aminthogy,kötőszó
amióta,határozószó
amire,névmás|kötőszó
ámít,ige
ámítás,főnév
ámítgat,ige
ammónia,főnév
amnesztia,főnév
amoda,határozószó
ámokfutó,főnév|melléknév
amolyan,névmás
ámolyog,ige
amondó,melléknév
amonnan,határozószó
amonnét,határozószó
amorális,melléknév
amorf,melléknév
amortizáció,főnév
amortizálódik,ige
amott,határozószó
amőba,főnév
amögé,határozószó
amögött,határozószó
ampa,főnév
amper,főnév
ampermérő,főnév
ámpolna,főnév
ampulla,főnév
amputáció,főnév
amputál,ige
amúgy,határozószó
ámul,ige
ámulat,főnév
ámul-bámul,ige
ámuldozik,ige
amulett,főnév
anagramma,főnév
anakreoni,melléknév
anakronisztikus,melléknév
anakronizmus,főnév
analfabéta,főnév
analfabetizmus,főnév
analitika,főnév
analitikus,főnév|melléknév
analizál,ige
analízis,főnév
analóg,melléknév
analógia,főnév
ananász,főnév
ananászeper,főnév
anapesztus,főnév
anarchikus,melléknév
anarchista,főnév|melléknév
anarchizmus,főnév
anatómia,főnév
anatómus,főnév
andalgó,főnév|melléknév
andalít,ige
andalító,melléknév
andalog,ige
andante,főnév|határozószó
anekdota,főnév
anekdotázik,ige
anélkül,határozószó
angin,főnév
anglicizmus,főnév
anglikán,főnév|melléknév
ánglius,főnév|melléknév
anglománia,főnév
angol,főnév|melléknév
angolkisasszony,főnév
angolkór,főnév
angolkürt,főnév
angolna,főnév
angolos,melléknév
angolpark,főnév
angolszász,főnév|melléknév
angoltapasz,főnév
angora,főnév
angorafonal,főnév
angoragyapjú,főnév
angorakecske,főnév
angoramacska,főnév
angoranyúl,főnév
ángy,főnév
angyal,főnév
angyalarcú,melléknév
angyalbögyörő,főnév
angyalbőr,főnév
angyalcsináló,főnév|melléknév
angyalfia,főnév
angyalhaj,főnév
angyali,melléknév
angyalka,főnév
angyalos,melléknév
ángyi,főnév
anilin,főnév
animál,ige
animozitás,főnév
ánizs,főnév
ankeróra,főnév
ankét,főnév
ankétoz,ige
annak,névmás
annál,névmás|határozószó
annales,főnév
annálfogva,kötőszó
annektál,ige
annexió,főnév
anno,határozószó
annuitás,főnév
anód,főnév
anódáram,főnév
anomália,főnév
anorganikus,melléknév
antagonisztikus,melléknév
antagonizmus,főnév
antant,főnév
antantszíj,főnév
antedatál,ige
antenna,főnév
antennadrót,főnév
antennarúd,főnév
antennatorony,főnév
antialkoholista,főnév|melléknév
antibolsevista,főnév|melléknév
antidemokratikus,melléknév
antifasiszta,főnév|melléknév
antifeudális,melléknév
antiimperialista,főnév|melléknév
ántiját,indulatszó
antik,melléknév
antikapitalista,főnév|melléknév
antiklerikális,főnév|melléknév
antikommunista,főnév|melléknév
antikva,főnév
antikvár,melléknév
antikvárium,főnév
antikvárius,főnév
antikvitás,főnév
antilop,főnév
antimarxista,főnév|melléknév
antimilitarista,főnév|melléknév
antimon,főnév
antipátia,főnév
antipatikus,melléknév
antiszemita,főnév|melléknév
antiszemitizmus,főnév
antiszepszis,főnév
antiszeptikus,melléknév
antiszociális,melléknév
antitalentum,főnév
antitézis,főnév
antitoxin,főnév
antológia,főnév
antracén,főnév
antracit,főnév
antropológia,főnév
antropológus,főnév
antropomorf,melléknév
antul,határozószó
anzágol,ige
anya,főnév
anyaállam,főnév
anyaállat,főnév
anyacsavar,főnév
anyácska,főnév
anyadisznó,főnév
anyadúc,főnév
anyaegyház,főnév
anyag,főnév
anyagbeszerző,főnév
anyagcsata,főnév
anyagcsere,főnév
anyagellátás,főnév
anyagelvű,főnév|melléknév
anyaggazdálkodás,főnév
anyaggyűjtés,főnév
anyaghiány,főnév
anyaghitel,főnév
anyagi,főnév|melléknév
anyagias,melléknév
anyagigénylés,főnév
anyagismeret,főnév
anyagkönyvelés,főnév
anyagleltár,főnév
anyagmozgató,főnév|melléknév
anyagnév,főnév
anyagpazarlás,főnév
anyagpocsékolás,főnév
anyagraktár,főnév
anyagszerű,melléknév
anyagtakarékosság,főnév
anyagtalan,melléknév
anyagvizsgálat,főnév
anyagvizsgáló,főnév|melléknév
anyagyilkos,főnév
anyahajó,főnév
anyahelyettes,főnév
anyai,melléknév
anyaintézet,főnév
anyajegy,főnév
anyajog,főnév
anyajuh,főnév
anyakanca,főnév
anyakaptár,főnév
anyakas,főnév
anyakirályné,főnév
anyakoca,főnév
anyakönyv,főnév
anyakönyvel,ige
anyakönyvez,ige
anyakönyvi,melléknév
anyakönyvvezető,főnév
anyakőzet,főnév
anyalúd,főnév
anyalúg,főnév
anyamadár,főnév
anyámasszony,főnév
anyaméh,főnév
anyaminta,főnév
anyanyelv,főnév
anyanyelvi,melléknév
anyányi,melléknév
anyanyúl,főnév
anyaország,főnév
anyaöl,főnév
anyarozs,főnév
anyás,melléknév
anyaság,főnév
anyasági,melléknév
anyasejt,főnév
anyasertés,főnév
anyáskodik,ige
anyaszentegyház,főnév
anyaszív,főnév
anyaszült,határozószó
anyaszülte,főnév|melléknév
anyatej,főnév
anyatermészet,főnév
anyátlan,melléknév
anyavédelem,főnév
annyi,névmás
annyiadik,névmás
annyiféle,névmás
annyira-amennyire,határozószó
anyó,főnév
anyóka,főnév
anyós,főnév
anyósvicc,főnév
anyu,főnév
anyuci,főnév
anyuka,főnév
anyus,főnév
aorta,főnév
apa,főnév
apaállat,főnév
apáca,főnév
apácafátyol,főnév
apáca-fejedelemasszony,főnév
apácafőkötő,főnév
apácafőnöknő,főnév
apácaklastrom,főnév
apácakolostor,főnév
apácanövendék,főnév
apácarend,főnév
apácazárda,főnév
apacs,főnév
apacsing,főnév
apácska,főnév
apad,ige
apadás,főnév
apadoz,ige
apagyilkos,főnév
apai,főnév|melléknév
apajog,főnév
apály,főnév
apámuram,főnév
apanázs,főnév
apaság,főnév
apaszt,ige
apát,főnév
apátasszony,főnév
apátia,főnév
apatikus,melléknév
apátlan,melléknév
apátplébános,főnév
apátság,főnév
apellál,ige
apelláta,főnév
áperte,határozószó
ápertén,határozószó
apó,főnév
apokrif,főnév|melléknév
ápol,ige
ápolás,főnév
ápolatlan,melléknév
ápolgat,ige
apolitikus,melléknév
ápoló,főnév|melléknév
apologetika,főnév
apológia,főnév
ápolónő,főnév
ápolt,főnév|melléknév
áporodik,ige
áporodott,melléknév
após,főnév
apostol,főnév
apostoli,melléknév
apostolkodik,ige
aposztrofál,ige
apparátus,főnév
apraja,főnév
apraja-nagyja,főnév
apránként,határozószó
aprehendál,ige
április,főnév
apriori,melléknév|határozószó
aprít,ige
aprított,melléknév
apró,főnév|melléknév
apró-cseprő,főnév|melléknév
apród,főnév
apródonként,határozószó
aprófa,főnév
apróhirdetés,főnév
aprójószág,főnév
aprólék,főnév
aprólékos,melléknév
aprólékoskodik,ige
aprómarha,főnév
aprómunka,főnév
aprópénz,főnév
apropó,főnév|határozószó
apróra,határozószó
apróság,főnév
aprószentek,főnév
apróvad,főnév
apróz,ige
apu,főnév
apuka,főnév
apus,főnév
ár,főnév
ara,főnév
arab,főnév|melléknév
arabeszk,főnév
arabs,melléknév
arabus,főnév|melléknév
árad,ige
áradás,főnév
áradat,főnév
aradi,főnév|melléknév
áradmány,főnév
áradmányos,melléknév
áradozás,főnév
áradozik,ige
árajánlat,főnév
áralakulás,főnév
áram,főnév
áramellátás,főnév
áramerősítő,főnév
áramerősség,főnév
áramfejlesztő,főnév|melléknév
áramfogyasztás,főnév
áramforrás,főnév
áramirányító,főnév|melléknév
áramjelző,főnév|melléknév
áramkör,főnév
áramlás,főnév
áramlat,főnév
áramlik,ige
árammegszakító,főnév|melléknév
árammérő,főnév|melléknév
áramszaggató,főnév|melléknév
áramszámláló,főnév|melléknév
áramszedő,főnév|melléknév
áramszolgáltatás,főnév
áramszünet,főnév
áramütés,főnév
áramvonal,főnév
áramvonalas,melléknév
aranka,főnév
arany,főnév
arány,főnév
aranyalap,főnév
aranyalma,főnév
aranyásó,főnév
aranybánya,főnév
aranybetű,főnév
aranyborjú,főnév
aranybulla,főnév
aranycsillag,főnév
aranycsináló,főnév|melléknév
aranyélet,főnév
aranyember,főnév
aranyér,főnév
aranyérem,főnév
aranyeres,melléknév
aranyérme,főnév
aranyérték,főnév
aranyeső,főnév
aranyfedezet,főnév
aranyfinomság,főnév
aranyfog,főnév
aranyfüst,főnév
aranygalléros,melléknév
aranygaluska,főnév
aranygyapjas,melléknév
aranygyűrű,főnév
aranyhaj,főnév
aranyhajú,melléknév
aranyhal,főnév
aranyhegy,főnév
aranyhíd,főnév
aranyhím,főnév
aranyhímzés,főnév
aranyifjú,főnév
aranyigazság,főnév
arányít,ige
aranykor,főnév
aranykorona,főnév
aranykoszorús,melléknév
aranyköpés,főnév
aranykulcsos,főnév|melléknév
aránylag,határozószó
aranylakodalom,főnév
aranylánc,főnév
aránylat,főnév
aranyláz,főnév
aránylik,ige
aranyló,melléknév
aranymálinkó,főnév
aranymérleg,főnév
aranymetszés,főnév
aranymetszet,főnév
aranymező,főnév
aranymise,főnév
aranymondás,főnév
aranymosó,főnév|melléknév
aranyműves,főnév
aranynyomás,főnév
aranyóra,főnév
aranyos,főnév|melléknév
arányos,melléknév
arányosít,ige
arányosság,főnév
aranyoz,ige
aranyozás,főnév
aránypár,főnév
aranyparitás,főnév
aranypénz,főnév
aranypróba,főnév
aranyrojt,főnév
aranyrög,főnév
aranyrúd,főnév
aranysárga,főnév|melléknév
aranysarkantyús,melléknév
aranyszabály,főnév
aranyszájú,melléknév
aranyszál,főnév
arányszám,főnév
aranyszín,főnév|melléknév
aranyszínű,melléknév
aranyszívű,melléknév
aranyszőke,melléknév
aranyszőrű,melléknév
aránytalan,melléknév
aránytalanság,főnév
aranytárgy,főnév
aranytartalék,főnév
aranytoll,főnév
aranyvaluta,főnév
aranyvasárnap,főnév
aranyvessző,főnév
aranyvirág,főnév
aranyzsinór,főnév
árapály,főnév
arasz,főnév
arasznyi,melléknév
araszol,ige
araszoló,főnév|melléknév
araszos,melléknév
araszt,főnév
áraszt,ige
arasztnyi,melléknév
arat,ige
aratás,főnév
arató,főnév|melléknév
aratógazda,főnév
aratógép,főnév
aratókoszorú,főnév
aratómunkás,főnév
aratópár,főnév
aratórész,főnév
aratósztrájk,főnév
aratóünnep,főnév
árboc,főnév
árbockosár,főnév
árbocrúd,főnév
arc,főnév
arcápolás,főnév
arcátlan,melléknév
arcátlankodik,ige
arcátlanság,főnév
arcbőr,főnév
arccsont,főnév
árcédula,főnév
arcél,főnév
arcfesték,főnév
arcfestés,főnév
arcgödröcske,főnév
archaikus,melléknév
archaizál,ige
archaizmus,főnév
archeológia,főnév
archeológus,főnév
archívum,főnév
arcideg,főnév
arcizom,főnév
arcjáték,főnév
arckép,főnév
arcképes,melléknév
arcképfestő,főnév|melléknév
arckifejezés,főnév
arckoponya,főnév
arckrém,főnév
arcmás,főnév
arcmemória,főnév
arcpirító,melléknév
arcpirosító,főnév|melléknév
arcpirulás,főnév
arcpirulva,határozószó
arcredő,főnév
arcszín,főnév
arcszög,főnév
arculat,főnév
arculcsapás,főnév
arculütés,főnév
arcvonal,főnév
arcvonás,főnév
arczsába,főnév
árcsökkenés,főnév
árdrágítás,főnév
árdrágító,főnév|melléknév
árelemzés,főnév
árellenőrzés,főnév
áremelés,főnév
áremelkedés,főnév
aréna,főnév
árenda,főnév
árendál,ige
árendás,főnév|melléknév
árengedmény,főnév
áresés,főnév
árfelhajtás,főnév
árfolyam,főnév
árforma,főnév
argó,főnév
argumentál,ige
argumentum,főnév
árgus,melléknév
árgyélus,főnév
árhullámzás,főnév
ária,főnév
árindex,főnév
áristom,főnév
arisztokrácia,főnév
arisztokrata,főnév|melléknév
arisztokratikus,melléknév
arisztokratizmus,főnév
aritmetika,főnév
árja,főnév|melléknév
árjegyzék,főnév
árjelzés,főnév
árkád,főnév
árkádsor,főnév
arkangyal,főnév
árkász,főnév
árkedvezmény,főnév
árkol,ige
árkus,főnév
árkülönbözet,főnév
árlap,főnév
árlejtés,főnév
árleszállítás,főnév
ármádia,főnév
armális,főnév
ármány,főnév
ármánykodik,ige
ármányos,melléknév
armatúra,főnév
ármegjelölés,főnév
ármentesítés,főnév
árny,főnév
árnyal,ige
árnyalat,főnév
árnyas,melléknév
árnyék,főnév
árnyékkirály,főnév
árnyékol,ige
árnyékolás,főnév
árnyékos,melléknév
árnyékoz,ige
árnyékszék,főnév
árnyékvilág,főnév
árnyjáték,főnév
árnykép,főnév
árnyoldal,főnév
árok,főnév
árokpart,főnév
árokszél,főnév
aroma,főnév
aromás,melléknév
áros,melléknév|főnév
árpa,főnév
árpacukor,főnév
árpadara,főnév
árpagyöngy,főnév
árpakása,főnév
árpakávé,főnév
árpakenyér,főnév
árpás,melléknév
árpolitika,főnév
arra,névmás|határozószó
arrább,határozószó
arrafelé,határozószó
arravaló,melléknév
arrébb,határozószó
árrendszer,főnév
arrogáns,melléknév
arról,névmás|határozószó
árrombolás,főnév
árrögzítés,főnév
árszabás,főnév
árszámítás,főnév
árszint,főnév
arszlán,főnév
árt,ige
ártalmas,melléknév
ártalmatlan,melléknév
ártalom,főnév
ártány,főnév
ártás,főnév
ártatlan,főnév|melléknév
ártatlanság,főnév
ártér,főnév
artéria,főnév
árterület,főnév
artézi,melléknév
articsóka,főnév
artikuláció,főnév
artikulál,ige
artikulálatlan,melléknév
artikulált,melléknév
artista,főnév
artistamutatvány,főnév
artisztikum,főnév
artisztikus,melléknév
ártó,melléknév
ártöbblet,főnév
áru,főnév
árualap,főnév
áruátvevő,főnév|melléknév
árubeszerző,főnév|melléknév
árubőség,főnév
árucikk,főnév
árucsarnok,főnév
árucsere,főnév
áruda,főnév
árudézsma,főnév
árudíjszabás,főnév
áruegyenérték,főnév
áruérték,főnév
árufeladás,főnév
árufelesleg,főnév
árufelvonó,főnév
áruforgalom,főnév
áruforma,főnév
árugabona,főnév
árugazdálkodás,főnév
árugazdaság,főnév
áruhalmozás,főnév
áruház,főnév
áruhiány,főnév
áruhitel,főnév
áruismeret,főnév
árujegy,főnév
árukapcsolás,főnév
árukészlet,főnév
árukiadás,főnév
árukölcsön,főnév
árukönyv,főnév
áruküldemény,főnév
árul,ige
árulás,főnév
árulkodás,főnév
árulkodik,ige
árulkodó,főnév|melléknév
